,artist
88265,DJ ROUNI // electro swing / CH
88266,DJ MITCH // old school swing / CH
88267,GRANT LAZLO // electroswing / FR
88268,MITIKAL // dnb jump up
88269,HIGHMAN // dnb jungle jump up
88270,Nicky Blackmarket // dnb jump up / UK
88271,AGRO /// UK
88272,MC PAPS // Mc / GE
88273,
88274,DJ MITCH // swing old school / GE
88275,DJ ROUNI // electro-swing / GE
88276,EUGENE THE CAT // electro-swing live / AUS
88277,ABRAHAM LICORNE // electro-swing / GE
88278,MITIKAL // drum & bass / GE
88279,PAPS // MC / GE
88280,BASS BROTHERS // drum & bass / PRT
88281,GUNMAN // drum & bass / BE
88282,VACUUM // jump up / Lux
88283,zouk bass dj set / PERU
88284,NIRSO // electro tropical sonido tropico dj set / BR
88285,GROOVAH // cumbia funk / GE
88286,electro live / PERU
88287,NOVALIMA // afro-peruvian
88288,tropical bass
88289,EL COLLERA // cumbia digital
88290,DJ ROUNI // electro-swing / GE
88291,KITTEN AND THE HIP// electro-swing live / UK
88292,DJ JELLY ROLL
88293,LITTLE LION & DEEP SOUL
88294,
88295,
88296,THE SKATALITES
88297,GREEN SYSTEM
88298,
88299,MC STONE // Neurocide / CH)
88300,SONO PIRATE UNIT CREW // SPU
88301,Phace // Neosignal
88302,Drum & Bass : Kalvingrad:
88303,NickBee // Invisible recordings
88304,Audiotrix / FR
88305,METRIK TEKNOMAD // Astrofonik
88306,Rottun
88307,Hardtek / Raggatek / Tribecore : Zoo
88308,PYTHIUS // Blackout
88309,Critical / UK
88310,ARNAUD VINTAGE // Vintage records / FR
88311,FLOXYTEK // Diable au corps
88312,IXINDAMIX // SP 23
88313,Virus
88314,Mindtrick / NL
88315,Welcome / FR
88316,VANDAL // Kaotik Records / FR
88317,Bad Taste / UA
88318,
88319,Teklicit Marsatek / FR
88320,Techno : Makhno
88321,JOHNNY OSBOURNE // reggae / JAM
88322,OMAR PERRY // reggae / JAM
88323,+ VERY SPECIAL GUEST
88324,SKANKIN' SOCIETY // GE
88325,Backing band : THE HOMEGROWN BAND
88326,Tropic Of Cancer
88327,KABAKA PYRAMID & THE BEBBLE ROCKERS
88328,LITTLE LION SOUND
88329,BRAIN DAMAGE FEAT WILLI WILLIAMS
88330,SUPANOVA
88331,JAH WORK SOUND
88332,TIT / CH
88333,Visuals by: VJ LUPIN & GERTRUDE TUNING // FR & CH
88334,Douster // Sound Pellegrino
88335,SCHNAUTZI // Argent Sale / CH
88336,FLORE // POLAAR / FR
88337,
88338,HIDDEN PEAKS // Argent Sale
88339,MC Stone // Neurocide / Fribourg
88340,Dser / Dark Manoeuvres / GE
88341,Rollin John // Divercity / Zurich
88342,Lynx // Hospital - Detail / UK
88343,Visuels: Gertrude Tuning // Argent Sale / CH
88344,Loccomotion // Argent Sale / CH
88345,DJS G-Swing // swing / CH
88346,DJ Mitch // swing / GE
88347,DJ Mibor // electroswing / SP
88348,DJ Rouni // electroswing / GE
88349,UK
88350,Bomba Titinka // electroswing live / IT
88351,Drisco // GE
88352,Big T // Subtl / GE
88353,Vacuum // Biological beats / LUX
88354,Mitikal // Sinister
88355,Drum That Bass / CH
88356,City Flow / SLY INK
88357,Skywalker // GE
88358,Turno // Low down deep / UK
88359,DJ Mitch
88360,Senor Zazou
88361,Kiwistar
88362,Dser
88363,Gregor Dubster
88364,Dope Ammo &Shaddy MC
88365,Ubik
88366,Don Malastas
88367,World Wide Connects / GE
88368,Drime // Hexagon Dubs / UK
88369,MC Skywalker // GE
88370,Carlo Malito // IT
88371,Harris Kale // Deep Fuzz / CH
88372,Tomorrow is Today / GE
88373,Malki // Deep Fuzz
88374,Rekah // CBK
88375,Schnautzi
88376,TBC!
88377,Gertrude Tuning
88378,Lago
88379,Lemonick
88380,Simpig
88381,Gunman & Judah
88382,Blackley
88383,Propz & Rowney
88384,Mitika
88385,MC Paps
88386,MC Skywalker
88387,Voltage
88388,Jaydan
88389,Anand B
88390,Rekah
88391,Harris Kale
88392,Krizzli
88393,Tarpon
88394,Malki
88395,Shake It Maschine // Tomorrow is Today / BIENNE
88396,Visuels: Gertrude Tuning // Argent Sale / GE
88397,
88398,Schnautzi // Argent Sale / GE
88399,Tomorrow is Today / GE
88400,Lemonick // Argent Sale / Couleur 3
88401,Malki // Deep Fuzz
88402,Mr Pigman // Tomorrow is Today / BIENNE
88403,VD
88404,perlon / CHILI
88405,Dandy Jack ET LE SERPENT QUI DANSE // ruta5
88406,tsacK ET FIL // Volt bar / CH
88407,DARKSIDE
88408,Von-D
88409,Malki
88410,Muller System
88411,Big-T
88412,DJ Highman
88413,Dj Rolla
88414,Oxsa
88415,Arno Vintage
88416,BOUNCE !!! live
88417,DJ DOSQ
88418,ALGORYTHMIK live
88419,DJ FAFF
88420,House
88421,FRED
88422,+ GUILLAUME P / Ge
88423,Dance Classics & Disco
88424,DJ CELLSKI
88425,CAPE TOWN EFFECTS
88426,Mah-Mood
88427,Vlad
88428,Riddler
88429,Gaston
88430,PazTeQ
88431,MR RIDDLER
88432,BASSMENT!
88433,MANS1
88434,Mr Mendel
88435,DJ WU3
88436,NESTOR KEA
88437,DJ ORDOEUVRE
88438,THE LEGISTS
88439,Rom Beads
88440,The Hiiters
88441,The Pirates
88442,Crookers
88443,
88444,BACALAO - live
88445,OP9 - live feat. Air Bacha
88446,JANSKI BEEEATS - live
88447,visuel : ABSÜRDA vjing
88448,Un Je-Ne-Sais-Quoi / F)
88449,NIXX
88450,Benno Blome
88451,
88452,Marco Repetto live
88453,Stasis Recordings
88454,Sinneswandel)
88455,Senzen
88456,Sirion Rec.
88457,Adriano Mirabile
88458,Eramina)
88459,Taktlos
88460,Cocoon )
88461,Frank Lorber
88462,Andi Deutsch
88463,Akowa
88464,Matthew Dekay
88465,A.M
88466,Gertrude Tuning
88467,David Armada
88468,Chaim
88469,Clem
88470,VILLABOSSO
88471,Amilcare
88472,EMRE ECE
88473,ALON LEVI
88474,Florian Kunicke
88475,Pedro Pereira
88476,Bonny & Clyde - BonnyClydezh
88477,Gregorylla & Poljak
88478,Alci
88479,Neljane
88480,MIRCO MENDOSTA
88481,M.A.N.D.Y.
88482,SIOPIS
88483,David Armada
88484,Ena Lind
88485,Mats Lindström
88486,Lee Fraser
88487,Yasunao Tone
88488,Gregory Whitehead
88489,Graham Lambkin
88490,Government Alpha
88491,Phurpa
88492,Xavier Quérel
88493,Florian Hecker
88494,Jet Himiko
88495,Guitar Wolf
88496,JK Flesh
88497,Blodvite
88498,analsticks
88499,John Hegre
88500,Altar of Flies
88501,J.P. Gross
88502,H.J. Roedelius
88503,Madame Patate
88504,Gwyn Wurst
88505,Mariachi
88506,Stefan Roigk
88507,Bob Bellerue
88508,Klimperei
88509,Schlaasss
88510,Gábor Lázár
88511,Joseph Hammer
88512,Hedoromeruhen
88513,Daisuke Ichiba
88514,SMEGMA
88515,Yan Jun)
88516,Kracoon
88517,Yuen Chee Wai
88518,Kiko C. Esseiva
88519,Nate Young
88520,Blackphone666
88521,Leif Elggren
88522,Far East Network
88523,Emptyset
88524,Aluk Todolo
88525,Evil Moisture
88526,VOMIR
88527,Sugarcraft
88528,Sajjanu
88529,Jean-François Laporte
88530,The Haxan Cloak
88531,ENDON
88532,Ruy Hankil
88533,JG Thirlwell aka Foetus
88534,Nozinja
88535,Jello Biafra & le Dernier Cri
88536,Wolf Eyes)
88537,Jason Lescalleet
88538,Bryan Lewis Saunders
88539,Nicolas Bernier & Martin Messier
88540,BAD YARD SOUND
88541,DIRTYMADSOUND
88542,3010
88543,JOKE
88544,DJ GIL-B
88545,THE ANIMALS
88546,HOSTED BY MOUSS MC
88547,Dj Vidy
88548,LITTLE LION SOUND
88549,DJ BATTLE
88550,Lvov
88551,Dj Ouch!
88552,Marrocco
88553,Dan Welton
88554,BP Zulauf
88555,
88556,Introducing Minimax BE
88557,Jordan & Aslan.Kan
88558,Paul Mad
88559,Mark `off & Curtiss
88560,Berber & Pasta
88561,Gulasch Mafia ZH
88562,Makorokosmos AG
88563,Friede Freude Freitag / FFF Events ZH
88564,Leone Music - Suruba X / London UK
88565,Phil Riss & Ali c
88566,Heiser
88567,Sinitrio
88568,zenon rec
88569,DIVINE ADVENTURE
88570,Dualism
88571,Millivolt
88572,Marwin
88573,Pascal Inc
88574,Adrien
88575,Face Design
88576,limbus revolution)
88577,Claude Tarrel
88578,Nicolas Harver
88579,Jamie White
88580,Perigoso
88581,Andrea Frisina
88582,Mr.Paranoia
88583,Strobetech
88584,Joah
88585,Millivolt
88586,Kiste)
88587,Pascal Inc.
88588,event canceled...
88589,event canceled...
88590,event canceled...
88591,DJ ATN
88592,DJ Jack Slaughter
88593,Jamahr
88594,Zano.P
88595,Franko Lopez
88596,Sandro Kuhne
88597,Flavio
88598,Mia.
88599,Extrastunden
88600,Nordstern
88601,Newfact Music
88602,ZH)
88603,Basel)
88604,Ra.pu & Nekow
88605,Sandro Kühne
88606,Zano.P b2b She Nionika
88607,Giusy S b2b Maickel Esse
88608,Stefan Goldmann
88609,Guido Rami
88610,Pavel Plastikk
88611,
88612,The Legendary Lightness
88613,Hack & Nick
88614,Delphic
88615,VETO
88616,Min King
88617,Take Me Home
88618,Aaawesome Colors
88619,Kellerkommando
88620,Beardyman
88621,Kellerkind
88622,SATURDAY NIGHT
88623,Franz Carl
88624,Jerry Jerome & Jan Ehlen
88625,Chase & Status
88626,Velvet Two Stripes
88627,Signori Misteriosi
88628,Totally Enormous Extinct Dinosaurs
88629,Zeno
88630,Dance Affair
88631,Jamie Lidell
88632,Domi Chansorn
88633,Jimi Jules
88634,FM Belfast
88635,Evelinn Trouble
88636,Foals
88637,The Animen
88638,Walk Off the Earth
88639,Wild Belle
88640,The Jezabels
88641,VJs:
88642,Stay+
88643,We Invented Paris
88644,Monkberry Moon Orchestra
88645,Luke Redford
88646,La Gale
88647,Bildstörung
88648,Pablo Einzig
88649,Schlachthofbronx
88650,Dead Bunny
88651,Sheila She Loves You
88652,Tanzstunde
88653,LCMDF - Le Corps Mince De Françoise
88654,Labrador City
88655,FRIDAY NIGHT
88656,ME
88657,Steff La Cheffe
88658,Oy
88659,
88660,Luca Torre
88661,ANswer
88662,Highgrade-Rec / Clock'Art / La Ruche / Recycle / Gimmick / Villa magica / Caduceus
88663,Juliano Lopez
88664,Joram
88665,Lucas Aliu
88666,Helder
88667,Mario Ferrini feat. Ylenia
88668,D.K. Brown
88669,Sandro Falletta & Dalibox
88670,Ben Ashton
88671,E-Zoo resident DJs
88672,BrettHit
88673,Kriz Fade
88674,Diatek
88675,Strobetech
88676,Björn Nimmich
88677,Benoit & Sergio
88678,Loco Dice
88679,Shlomi Aber
88680,Richie Hawtin
88681,Ryan Hawkin
88682,mimetic
88683,Johanna Knutsson
88684,Max Cooper
88685,Para One
88686,Busy P
88687,Boston Bun
88688,Paul Poulson
88689,SUPERSMAX
88690,Alma Negra
88691,Greg Shepherd
88692,Oase
88693,Basic Fingers) - Basel
88694,Saint-Harare
88695,OneFootStep
88696,Jack Cinch
88697,Johanna Knutsson
88698,The DIFFIKULT Crew
88699,Yvan Genkins
88700,
88701,Line-Up Saturday
88702,Alexander Robotnick
88703,Mia Kaltes
88704,DoubtingThomas
88705,Le Horla
88706,Bronson
88707,Jokari
88708,Mike Servito
88709,Arttu
88710,
88711,Ataxia
88712,The Hiiters
88713,Maztek
88714,Adverblaster
88715,Line-Up Friday
88716,Disprove
88717,Rene LaVice
88718,FRONTLINE
88719,MC Stone
88720,Muzi
88721,GANZ
88722,Softy
88723,Septentrio & Askemwhy
88724,Fracture
88725,Academist
88726,Gaspard de La Montagne
88727,Wunderbaum
88728,Ariane
88729,Godié EOW LU
88730,Guest:
88731,Hosted by:
88732,MEX
88733,Slat 5
88734,DJs:
88735,Moral
88736,Airone
88737,Stof Terrier
88738,Sunny Graves ES | Live
88739,Nik! -OUS
88740,Gibraltar Vacuum Live | -OUS
88741,Ryan Hawkin
88742,Record Release Party
88743,entro.pi Visuals
88744,La Bohème
88745,Benjamin Fehr
88746,Tricky
88747,Uriel
88748,Median Structure DJs
88749,AKA
88750,Visâge Pale
88751,Tarpon
88752,MN*
88753,MC Stone
88754,Demon-D
88755,Sylek
88756,Juandroid
88757,Allied
88758,Reboot
88759,Dan Noël
88760,Gigi Fabiani
88761,Kalvin Berg
88762,David Torr
88763,Mendo
88764,David Torr
88765,DAN NOEL
88766,KALVIN BERG
88767,SPHINX
88768,XTA'J
88769,NOISE
88770,SNORK
88771,CYPHER
88772,MADWAVE
88773,MANNA
88774,Gigi Fabiani
88775,David Torr
88776,Sascha Braemer & Niconé
88777,3some
88778,Tonic
88779,Moe & Zard
88780,James Mc Hale
88781,Pasci
88782,Martin Buttrich
88783,Cocoon)
88784,Tom Wineman
88785,Luca de Grandis aka Der Schuft
88786,Minus
88787,James Mc Hale
88788,Chicks Luv Us & Medeew
88789,Jon Donson
88790,Oliver Schories
88791,Kina Music)
88792,Croatia Squad
88793,Stephan Bodzin
88794,Khainz
88795,Marc Romboy
88796,Systematic)
88797,James Mc Hale
88798,Jon Donson
88799,Matador
88800,Romano Rapeso
88801,Luca de Grandis
88802,Niconé
88803,Garibovic
88804,La Bohème B2B Chapkmace
88805,Bar25) Berlin
88806,James Mc Hale
88807,Bar 25) Berlin
88808,Mutlu
88809,Luca de Grandis
88810,Mia.
88811,Enzo Siragusa
88812,Tanzkarussell)
88813,Andrea Oliva
88814,James Mc Hale
88815,Moe&Zard
88816,Alain Roy b2b Dirty Larry
88817,London UK)
88818,Gorillaz Sound System
88819,Nore En Pure
88820,Pavel Prince b2b Tiano Thomas
88821,Kellerkind
88822,Croatia Squad
88823,Round Table Knights
88824,
88825,James Mc Hale
88826,Luca de Grandis
88827,Moe&Zard
88828,MIA.
88829,Favila&Valentine
88830,Channel X
88831,Luca de Grandis
88832,James Mc Hale
88833,MIA.
88834,Kellerkind
88835,Jon Donson
88836,3Some
88837,Wankelmut
88838,Tiano Thomas b2b Pavel Prince
88839,Enzo Siragusa
88840,Luca de Grandis
88841,James Mc Hale
88842,Nicola Koch
88843,MIA.
88844,Theo Pas Riche
88845,Larry Les Vannes
88846,Vlad
88847,Ianoo
88848,Gaston
88849,Mah'Mood
88850,Vaghe Stelle
88851,Dave Saved
88852,MAUY
88853,First Claz
88854,Volkan Ocak
88855,Leonardo
88856,Hand.an
88857,
88858,Laolu
88859,First Claz
88860,Leonardo
88861,
88862,Jannik Schaller
88863,Janis
88864,Carla Du Riche
88865,Deep- und Tech-House
88866,Janiz
88867,Fabio Papa
88868,Dj Gino
88869,Diego Suarez
88870,Lee Jokes
88871,Darrien
88872,Walter Albini
88873,And Hazel
88874,Marco De Rosa
88875,Indiana Tones)
88876,Zwei mit Stil
88877,Leonardo
88878,Mirus & Hazy
88879,First Claz
88880,Nakadia
88881,Steven Wallace
88882,Mucho Stylez
88883,Miguel Puente
88884,Low Tales
88885,Marco De Rosa
88886,Phil Z'viel
88887,monsieur juste
88888,After Grauer
88889,Fiat Bux
88890,Georg Stuby
88891,Beda
88892,London)
88893,Ra.pu & Nekow
88894,Sandro Kühne
88895,Rossko
88896,Flavio
88897,Alci
88898,
88899,-> CASA SHOW LIVE
88900,Floor 2 - Taurus
88901,-> Epi
88902,-> Phil
88903,-> BeaT_Tronic
88904,Floor 1 - Hazienda
88905,-> El-Mar
88906,-> El Rino
88907,-> CAPTAIN HOOK LIVE
88908,--------------------------------------------
88909,Israel)
88910,-> Ramon vs Mercury Fall
88911,UG Bülach ZH )
88912,
88913,Dyson_c
88914,Angelica Fravi Aka Angy Dee
88915,Betty Boop
88916,
88917,Olafson
88918,Dyson_c
88919,Locloise Électro NE )
88920,Daparec
88921,Matthew Square
88922,Minidetail VD )
88923,dj Khalab
88924,Simbad
88925,Rainer Trüby
88926,Food For Ya Soul
88927,Lefto
88928,Kidkanevil
88929,Callis
88930,Chief
88931,Kristel Morin
88932,Lexis
88933,Gilles Peterson & more TBA
88934,Thris Tian
88935,DJ Nonames
88936,Henry Wu
88937,LV
88938,Nickodemus
88939,UP HIGH COLLECTIVE
88940,SWINDLE
88941,JESSE HACKETT live
88942,ALEX PATCHWORK
88943,Brandt Brauer Frick
88944,Lefto
88945,Bradley Zero
88946,Eddy Ramich
88947,CLAUDE aka Fulgeance
88948,Julio Bashmore
88949,LEXIS
88950,JO SINCLAIR
88951,Simbad and Gilles Peterson
88952,MATTHEW HALSALL live
88953,BUVETTE live
88954,Zepherin Saint
88955,GARFLD
88956,David Rodigan
88957,Clap! Clap!
88958,Nikitch
88959,STAGGA
88960,KUAGE live
88961,Josey Rebelle
88962,Simbad
88963,GARFLD
88964,Kutmah
88965,Kyodai
88966,Lefto
88967,Acid Arab
88968,J ROCC
88969,Eliphino
88970,Eddy Ramich
88971,LONE
88972,JEREMY ELLIS
88973,Sassy J
88974,Gilles Peterson
88975,OSSIE
88976,mimetic
88977,mimetic
88978,Alex Mine
88979,Max Cadence
88980,Deepfreeze
88981,Reset Robot
88982,Specialivery
88983,Oscar Der Winzige.
88984,Mess Me
88985,Steve Massive.
88986,Specialivery
88987,Mess Me
88988,Walter Albini
88989,L'N'F
88990,Batiment
88991,Specialivery
88992,Dis/Order.
88993,Mirko Di Florio
88994,Mattia Presta
88995,L'N'F
88996,Batiment
88997,more tba
88998,Divalvi
88999,Tom Alemanno
89000,Christian Knipp
89001,Mess Me.
89002,Specialivery
89003,Seb Zito
89004,L'N'F
89005,Bill Patrick
89006,L'N'F
89007,L'N'F
89008,Batiment
89009,Issa Maïga
89010,JoeFarr
89011,L'N'F
89012,Alan K
89013,Chris Clayton
89014,Matthew Adamas
89015,Pat K P
89016,Batiment
89017,Mozzy
89018,Pol Wise
89019,Max Cadence
89020,Mess Me
89021,Anish
89022,Rho
89023,Aeed
89024,Traumtief
89025,Naca
89026,Ivan Stantoro
89027,Edison Cabrino
89028,Tom Alemanno
89029,Thomas T
89030,Specialivery
89031,Riki Ustrell
89032,Deepfreeze
89033,Neekee
89034,Gianni Mori
89035,Phil Kieran
89036,L'N'F
89037,TurKo
89038,L'N'F
89039,Planktom
89040,Batiment
89041,Shinedoe
89042,L'N'F
89043,Edison Cabrino b2b Teo Ermotti
89044,Kenny Ground
89045,Frank Storm
89046,Henrique
89047,Stallo
89048,BS)
89049,QualityTime
89050,Conzuela Numez
89051,Jan Raphael k.
89052,Amenthia
89053,Elliver
89054,Instant Rave)
89055,Berlin)
89056,ZH)
89057,Agonis
89058,Vlnolam Kawumski
89059,Lila Hart
89060,Nico Wilde
89061,Sutsche
89062,Freudenreich
89063,Garçon
89064,Kalabrese
89065,BS)
89066,Martha van Straaten
89067,Digitule
89068,LES
89069,Mangali
89070,"Tom ""The Godfather"" Brunner"
89071,Sascha Stohler
89072,About Paula
89073,SIOPIS
89074,Pawlikowski
89075,Berlin)
89076,Leipzig)
89077,Mr.Timeless
89078,Bunte Kuh
89079,Pan
89080,Elrino
89081,Yann Kulovsky
89082,Dubois
89083,Herzschwester
89084,Heinz Music
89085,
89086,Uschi & Hans
89087,BS)
89088,Dave Dinger & Matija
89089,Dersu
89090,KaterBlau / Hive
89091,Kiste
89092,Cepheì
89093,Slowly Rico & Looney Tune
89094,ZH)
89095,Berlin)
89096,Dario Rohrbach
89097,Freitag ab 23.00
89098,Berlin/ZH)
89099,Neevo
89100,Don Ramon
89101,Clincker
89102,Special Guest
89103,Pan
89104,Alain Heiniger
89105,Krink
89106,elias3O8
89107,
89108,Neevo
89109,D.L.C.
89110,Luca Eminenti
89111,Garçon
89112,Agonis
89113,Oracy
89114,ZH)
89115,Nici Faerber
89116,Pablo Einzig
89117,Truedat & Alæ
89118,BS)
89119,ZH)
89120,GALLO
89121,Tom Brunner
89122,
89123,Create w/ DOMA & TheAlchemist
89124,olan
89125,Kid Konzoom Berlin)
89126,Moritz Praxmarer
89127,By HyperWerk HGK FHNW :
89128,Killian Noorlander
89129,Kombé
89130,Xetal
89131,Live:
89132,Visuals:
89133,Ben Kaczor
89134,Mix:
89135,Aaron Haûs
89136,Lukas Walker
89137,Philippe Vilfroy
89138,BodenLos
89139,Irreversible
89140,Enfant D'Or
89141,Lost & Found
89142,Ann Clue
89143,PushAnimal
89144,
89145,Pawlikowski
89146,About Paula
89147,Digitule
89148,LOKD ALL-STAR TEAM
89149,Yann Kulovsky
89150,Nico Wilde
89151,Trauminic
89152,//Suibheallan.
89153,Timnah Sommerfeldt & Cephei
89154,Garçon
89155,Dubois
89156,Jaset
89157,The Chosen Two
89158,MNØVR
89159,Vlnolam Kawumski
89160,ieva
89161,100Tons
89162,Instant Rave)
89163,Berlin)
89164,Powder & Louder
89165,Golden Gate
89166,
89167,FRST
89168,Dimb
89169,SideJoe
89170,Vrank Pauer
89171,Berin)
89172,Actamin
89173,ZH)
89174,KaterBlau
89175,Berlin)
89176,Mewa Moog Lee
89177,Mr.Timeless
89178,Jama
89179,Ron Shiller
89180,Washerman
89181,Dersu
89182,Alma Negra)
89183,ZH)
89184,Alma Negra)
89185,Dario Rohrbach
89186,Zukunft
89187,Romano Rapeso
89188,VJ Viggo
89189,Cosmokolor
89190,tsacK
89191,Cobeia
89192,Duplex)
89193,
89194,Sins - WFmusik
89195,Mlk - Dnh
89196,GaLaBar - WFmusik
89197,Ralph Good
89198,Dj Aroy
89199,Vera
89200,Binh
89201,Dariolem
89202,Modulove
89203,AXL P [Aleryde]
89204,Mideric
89205,Dj TAG / Tresor
89206,Yoni Banks & Yan Ka
89207,Rocca
89208,Roger Sanchez
89209,Vkee Madison
89210,Marc Vedo
89211,Lady Noon
89212,Boy George
89213,Kryder
89214,Madwave
89215,Dash Berlin
89216,Christian Burkhardt
89217,Smoky Smoky
89218,Julien Kano
89219,DJ Koze
89220,Lawrence
89221,Apollonia
89222,Sam K
89223,DJ Q
89224,MGMS | CH |
89225,Louisahhh | US | Bromance Rec
89226,Gesaffelstein
89227,Brodinski | F | Bromance Rec
89228,Sven Väth
89229,Adolpho & Franky
89230,Matt Kay
89231,Sound Centric
89232,Idriss D
89233,Adolpho & Franky
89234,DJ Ralf
89235,The Cruzaders
89236,Terri B
89237,Igor Blaska
89238,Carl Cox
89239,Tremendo
89240,Dj Reas
89241,
89242,Eric Borgo
89243,tsuba)
89244,@ Mad's Penthouse named JetLag
89245,sCs)
89246,Entrance by the back on the street
89247,
89248,WILDLIFE!
89249,Phree Music
89250,Chukks
89251,Buraka Som Sistema
89252,Adolpho & Franky
89253,Studio Barnhus - SE)
89254,Mainfloor:
89255,Enchufada - CH)
89256,Electrosanne by Night
89257,Fantastic Friends - CH)
89258,Axel Boman
89259,Zoo Underground floor:
89260,Rollercone
89261,Seamus Haji
89262,David Armada
89263,Yvan Genkins
89264,Clem
89265,ASOK
89266,Benjamin Brunn
89267,Lerosa
89268,Mark Rhein
89269,Heiko
89270,Lee Gamble
89271,SØS Gunver Ryberg
89272,Bird
89273,Parquet Recordings)
89274,Knäckebröd
89275,Disko Dario
89276,Chymera
89277,Feodor
89278,Ovum Recordings / IRL)
89279,Hot Jam DJ-Team
89280,Dandy
89281,Willie Burns
89282,Daniele Cosmo
89283,Heiko
89284,Agonis
89285,Eftn
89286,Heiko
89287,Kami
89288,Eftn
89289,Heiko
89290,Mastra
89291,Till/Tape
89292,live-acts tba.
89293,Maxmillion Dunbar
89294,The Trilogy Tapes
89295,Berceuse Heroique / USA) Princess P.
89296,In Flagranti
89297,CH/UK)
89298,Adva
89299,Gray Chalk
89300,Eftn live
89301,Mastra
89302,The Space Lady
89303,Neneh Cherry & Rocketnumbernine
89304,The Necks
89305,Olöf Arnalds
89306,Mohammad
89307,22a Music)
89308,Stride Night / be)
89309,Henry Wu
89310,Sassy J
89311,KiNK
89312,Sven Väth
89313,Tale Of Us
89314,Raresh
89315,Praslea
89316,Ricardo Villalobos
89317,Ryan Crosson
89318,DJ Tennis
89319,Magda
89320,Alci
89321,The Martinez Brothers
89322,Jamie Jones
89323,Ilario Alicante
89324,Nastia
89325,Michel Cleis
89326,Tim Green
89327,Nicolas Duvoisin
89328,Adolpho & Franky
89329,Guy Gerber
89330,Âme
89331,Rødhåd
89332,Recondite
89333,Stimming
89334,Maceo Plex
89335,Mathew Jonson
89336,Eats Everything
89337,Kun
89338,Nina Kraviz
89339,Mind Against
89340,
89341,DJ Tennis
89342,Zip
89343,9 April 2015 – Moon
89344,Dubfire: LIVE HYBRID
89345,
89346,Christian Burkhardt
89347,12 April 2015 – Modernity
89348,ST. LÔ
89349,Ricardo Villalobos
89350,Guti
89351,Ellen Allien
89352,Dixon
89353,Art Department
89354,STRESS
89355,
89356,Sven Väth
89357,Caprices Festival
89358,10 April 2015 - Moon
89359,Modernity
89360,Solomun
89361,11 April 2015 - Moon
89362,Luciano
89363,Sonja Moonear
89364,C2C
89365,Digitalism
89366,Kollektiv Turmstrasse
89367,Damian Lazarus
89368,Gel Abril
89369,Chris Liebing
89370,Deep Dish
89371,Apollonia
89372,AYO
89373,Sven Väth
89374,Ezikiel
89375,Alejandro Mosso
89376,Gesaffelstein
89377,The Toxic Avenger
89378,Ricardo Villalobos
89379,Masaya
89380,Shlomi Aber
89381,tINI
89382,Rare Movement
89383,Jeff Mills
89384,Carl Cox
89385,Magda
89386,Argenis Brito
89387,Eddie Fowlkes
89388,Lucas Monème
89389,Dandy Jack
89390,DJERRY C
89391,FRANKY
89392,
89393,Shlomi Aber
89394,Ricardo Villalobos
89395,11 APRILE MODERNITY
89396,TINI
89397,12 APRILE LE MOON
89398,Gesaffelstein
89399,Loco Dice
89400,Richie Hawtin
89401,Ezikiel
89402,12 APRILE MODERNITY
89403,11 APRILE LE MOON
89404,Sven Väth
89405,Jeff Mills
89406,The Toxic Avenger
89407,Carl Cox
89408,Magda
89409,Marco Carola
89410,Masaya
89411,Gaiser
89412,
89413,Benoit & Sergio
89414,13 APRILE MODERNITY
89415,Alejandro Mosso
89416,Guillaume & The Coutu Dumonts
89417,Andrea Oliva
89418,Luciano
89419,Henrik Schwarz
89420,Brandt Brauer Frick feat. Om'mas Keith
89421,
89422,Andrea Oliva
89423,Guillaume & The Coutu Dumonts
89424,Nobody's Perfect Dj
89425,►►► JEUDI 12 AVRIL
89426,►►► VENDREDI 13 AVRIL
89427,Sety
89428,Pasci
89429,Agoria b2b Mirko Loko
89430,Nima Gorji
89431,San Marco
89432,►►► SAMEDI 14 AVRIL
89433,Gogo
89434,Luca Torre
89435,Seuil
89436,Don Ramon
89437,Animal Trainer
89438,►►► MERCREDI 11 AVRIL
89439,Timoteo
89440,Matt Kay
89441,Chris Bailey
89442,Tony-P
89443,Stacey Pullen
89444,Guillaume & The Coutu Dumonts
89445,Special Guest
89446,Mathew Jonson
89447,Margaret Dygas
89448,Guy Gerber
89449,Ricardo Villalobos
89450,Carl Craig
89451,Mirko Loko
89452,Radio Slave
89453,Kenny Larkin
89454,
89455,Ricardo Villalobos
89456,Yodelice
89457,Narod Niki
89458,Derrick May
89459,Junior Tshaka
89460,Carl Cox
89461,La Ruche Présente :
89462,Rodrigo y Gabriela
89463,DJ Food & DK
89464,Milow
89465,Martin Solveig
89466,Ajele
89467,Gotan Project
89468,The Gladiators
89469,The Disciplines
89470,Ben Larsen
89471,Felipe Acevedo
89472,Grand Corps Malade
89473,Luke
89474,Dani Casarano
89475,Birdy Nam Nam
89476,Andrea Oliva
89477,Sonja Moonear
89478,Ramon Lorenzo
89479,Ziggi
89480,Two Loops Low Tek
89481,Ghinzu
89482,Konpiuta
89483,Yoav
89484,Missil
89485,Pikaya
89486,Macy Gray
89487,Amy Macdonald
89488,Eiffel
89489,Sety
89490,Masaya
89491,Andri
89492,Luca Castillo
89493,Luka Torre
89494,Pedro Andrade
89495,Trip In
89496,AI-X
89497,Pikaya
89498,Two loops low tek
89499,Ramon Lorenzo
89500,Luca Torre vs Ben Larsen
