artists,date,event,genre,location
"[' Nik Bärtsch ', ' Kaspar Rast ', ' Thomy Jordi ', ' Sha ']",2015-10-05,Nik-Bärtschs-Ronin,,Zürich
"['Mats Scheidegger ', ' Fanny Vicens ']",2015-10-05,Dialog,['Classic'],Basel
"[' Mark Soskin ', ' Roberto Bossard ', ' Gildas Boclé ', ' Elmar Frey ']",2015-10-05,The-Mark-Soskin-Quartet,,Baden
['Up The Chain '],2015-10-05,The-Bridge,,Bern
"['The Souljazz Orchestra ', ' Pierre Chrétien ', ' Marielle Rivard ', ' Ray Murray ', ' Steve Patterson ']",2015-10-05,The-Souljazz-Orchestra,,Zürich
"[' Taylor Ho Bynum ', ' Tomas Fujiwara ']",2015-10-05,Taktlos,,Zürich
['Ciaran Lavery '],2015-10-05,Ciaran-Lavery,,Luzern
['Great Lake Swimmers '],2015-10-05,Great-Lake-Swimmers,,Zürich
['Top Party Band Krokodili '],2015-10-06,Top-Party-Band-Krokodili,,Zürich
"[' Simon Wyrsch ', ' Dave Ruosch ', ' Kalli Gerhards ', ' Martin Meyer ']",2015-10-06,Benny's-From-Heaven,,Zürich
['Machine Head '],2015-10-06,Machine-Head,,null
"['Maria Riccarda Wesseling ', ' Péter Somodari ']",2015-10-06,20-Jahre-Amar-Quartett-Oder-die-Liebe-zu-Paul-Hindemith,['Classic'],Zürich
['Richard Thompson '],2015-10-06,Richard-Thompson,,Zürich
['Arcane Roots '],2015-10-06,Arcane-Roots,,Zürich
"['ZS ', ' PC Worship ', ' DJ Sam Hillmer ']",2015-10-06,ZS,,Kriens
['Sophie Zelmani '],2015-10-06,Sophie-Zelmani,['Pop'],Zürich
['Glenn Hughes '],2015-10-06,Glenn-Hughes,,Solothurn
['Keston Cobblers Club '],2015-10-06,Keston-Cobblers-Club,['Pop'],Zürich
"[' Lukas V. Gernet ', ' Martin Gasser ', ' Toni Bechtold ', ' Rafael Jerjen ', ' Sheldon Suter ']",2015-10-06,Reconception,,Luzern
"[' Markus Schönholzer ', ' Christoph Baumann ', ' Hämi Hämmerli ', ' Tony Renold ', ' Christoph Grab ']",2015-10-06,Artist-in-Residence-Markus-Schönholzer,,Zürich
"[' Matthias Kohler ', ' Lukas Wyss ', ' Luzius Schuler ', ' Raphael Walser ', ' Gregor Lisser ']",2015-10-06,Brainstorming,,Basel
['Waltari '],2015-10-06,Waltari,,Pratteln
"['Lady Lamb ', ' La Luz ']",2015-10-06,Lady-Lamb,,Zürich
"['Isabelle Schnöller ', ' Nicoleta Paraschivescu ']",2015-10-07,Mimiko-Französische-Romantik,['Classic'],Basel
['Top Party Band Krokodili '],2015-10-07,Top-Party-Band-Krokodili,,Zürich
"[' Corina Marti ', ' Yizhar Karshon ', ' Gabriel Politi ', ' Soma Salat-Zakarias ', ' Ziv Braha ']",2015-10-07,Altstadt-Serenaden,['Classic'],Basel
"[""Sarah O'Brien ""]",2015-10-07,Basel-Plucks,['Classic'],Basel
[' Simone Kermes '],2015-10-07,Belcanto,['Classic'],Zürich
['Iiro Rantala '],2015-10-07,My-Working-Class-Hero,,Zürich
['Madison Violet '],2015-10-07,Madison-Violet,['Pop'],Winterthur
['Dyonikal '],2015-10-07,Dyonikal,,Zürich
['Sophie Zelmani '],2015-10-07,Sophie-Zelmani,,Bern
['Family of the Year '],2015-10-07,Family-of-the-Year,['Pop'],Zürich
['Swiss & Die Anderen '],2015-10-07,Swiss-&-Die-Anderen,,Zürich
['Arcane Roots '],2015-10-07,Arcane-Roots,,Solothurn
"[' Fabe Vega ', ' Joel Allison ', ' Christian Winiker ', ' Rafi Woll ']",2015-10-07,Jam-Night,,Luzern
"[' Maya ', ' Felix ']",2015-10-07,Viva-Varia,,Zürich
['Die Blockflöte des Todes '],2015-10-07,Doppelsolo,['Pop'],Winterthur
"[' Franziska Brücker ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",2015-10-07,Ghost-Town-Trio-feat.-Franziska-Brücker,,Winterthur
['The Shalalalas '],2015-10-07,The-Shalalalas,['Pop'],Zürich
['Sean Taylor '],2015-10-07,Bukowski,,Zürich
['Ryan McGarvey '],2015-10-07,Ryan-McGarvey,['Pop'],Pratteln
"[' Gina Corti ', ' Oskar Szutenberg ', ' Lukas Reinert ', ' David Cogliatti ', ' Luca Aaron ', ' Pau Lligadas ', ' Michael Heidepriem ']",2015-10-07,Gina-&-The-Swing-Cats,,Basel
"[' Mark Giuliana ', ' Jason Rigby ', ' Fabian Almazan ', ' Chris Morrissey ']",2015-10-07,Mark-Guiliana-Jazz-Quartet,,Zürich
['Keston Cobblers '],2015-10-07,Keston-Cobblers,['Pop'],Basel
"[' Pascal Galeone ', ' Franz Hellmüller ', ' Jochen Baldes ', ' Hagen Neye ', ' Marc Halbheer ']",2015-10-07,Teachers-Concert,,Luzern
"[' Matthias Kohler ', ' Lukas Wyss ', ' Luzius Schuler ', ' Raphael Walser ', ' Gregor Lisser ']",2015-10-07,Brainstorming,,Basel
['New Model Army '],2015-10-07,New-Model-Army,,Schaffhausen
['Paul Galbraith '],2015-10-07,Basel-Plucks,['Classic'],Basel
"['Michael Bucher ', ' Herbie Kopf ', ' Florian Reichle ']",2015-10-07,Jazzbaragge-Wednesday-Jam,,Zürich
['Top Party Band Krokodili '],2015-10-08,Top-Party-Band-Krokodili,,Zürich
"[' Katrin Züllig ', ' Micha Baumann ', ' Djamal Moumene ', ' Jan Hellweger ', ' Tobias Suter ']",2015-10-08,After-Work,,Baden
"['González Castelló ', ' Rey Reloba ']",2015-10-08,Die-Noche-Cubana,,Kloten
[' Simone Kermes '],2015-10-08,Belcanto,['Classic'],Zürich
['Nathaniel Rateliff & The Night Sweats '],2015-10-08,Nathaniel-Rateliff-&-The-Night-Sweats,['Pop'],Zürich
['New Model Army '],2015-10-08,New-Model-Army,,Aarau
['Nehad El Sayed '],2015-10-08,Basel-Plucks-Timeout,['Classic'],Basel
"['Boysetsfire ', ' support: Silverstein ', ' Great Collapse ']",2015-10-08,Boysetsfire,,Solothurn
['Frittenbude '],2015-10-08,Frittenbude,['Electronic'],Bern
[' Konstantin Scherbakov '],2015-10-08,Opening-Doors-Orchesterkonzert,['Classic'],Zürich
['Alexandra Prusa & Cuarteto Argentino '],2015-10-08,Nostalgias,,Zürich
"[' Mathieu Friz ', ' Simon Boss ', ' Rafael Scheiwiller ', ' Nici Struchen ']",2015-10-08,Electric-Force,['Electronic'],Luzern
"[' Corinne Huber ', ' Christoph Huber ', ' Lukas Kohler ', ' Michael Haudenschild ', ' Benjamin Muralt ', ' Lukas Rutzen ']",2015-10-08,Nojakîn,,null
"[' Sylvie Arlettaz ', ' Ernesto Mayhuire ']",2015-10-08,L'âme-vagabonde,['Pop'],Bern
['Lez Zeppelin '],2015-10-08,Lez-Zeppelin,,Pratteln
"[' Babak Nemati ', ' Carles Peris ', ' Beat Gisler ', ' Olaf Ryter ']",2015-10-08,Babak-Nemati-Quartet,,Winterthur
"[' Marcel Lüscher ', ' Kristinn Smári Kristinsson ', ' James Varghese ', ' Claudio Strüby ']",2015-10-08,Marcel-Lüscher,,Basel
"[' Roy Gaines ', ' David Melton ', ' Harlan Spector ', ' Walter Simonsen ', ' Ben Burget ']",2015-10-08,Roy-Gaines-&-The-Tuxedo-Blues,,Zürich
['45 Adapters '],2015-10-08,45-Adapters,,Zürich
['The Strumbrellas '],2015-10-08,The-Strumbrellas,,Basel
['Sean Taylor '],2015-10-08,Sean-Taylor,,Thun
"['Crawford Young ', ' Patrizia Bovi ']",2015-10-08,Basel-Plucks-Game-of-Venus,['Classic'],Basel
['Fuchigami To Funato '],2015-10-08,Fuchigami-To-Funato,['Pop'],Zürich
['Up the Chain '],2015-10-08,Up-the-Chain,,Zürich
['The Great Park '],2015-10-08,The-Great-Park,['Pop'],Winterthur
"['Noveller ', ' Buriers ']",2015-10-08,Noveller,,Bern
"[' Silvan Petite ', ' Yhonnie de Miranda ', ' Dani Zihlmann ', ' Mike Ryrie ']",2015-10-08,Jam-Session,,Zürich
['The Young Novelists '],2015-10-08,The-Young-Novelists,,Zürich
['Nano '],2015-10-08,Nasty-Bites,['Pop'],Bern
['Tomaga '],2015-10-08,Tomaga,,Zürich
['Top Party Band Krokodili '],2015-10-09,Top-Party-Band-Krokodili,,Zürich
['Roberto Rampini '],2015-10-09,Orgelspiel-zum-Feierabend,['Classic'],Basel
"['Olga Stepien ', ' Bernhard Hörler ']",2015-10-09,Feierabendmusik,['Classic'],Dietikon
['Miguel '],2015-10-09,Miguel,,Zürich
"[' Andrei Gavrilov ', ' Andrei Makarevich ']",2015-10-09,Gedenkkonzert-für-Boris-Nemtsov,['Classic'],Basel
"['Rise Against ', ' support: Refused ']",2015-10-09,Rise-Against,,Winterthur
[' Simone Kermes '],2015-10-09,Belcanto,['Classic'],Zürich
['Peter Croton '],2015-10-09,Basel-Plucks,['Classic'],Basel
[' No Consequence '],2015-10-09,Riversidemosh-Presents,,Aarau
"[' Manuel Mengis ', ' Yannick Barman ']",2015-10-09,Cinphonie-2015,['Classic'],Visp
['New Model Army '],2015-10-09,New-Model-Army,,null
"['Irie Révoltés ', ' Rdgldgrn ']",2015-10-09,Irie-Révoltés,,Zürich
"[' Irene Würsch ', ' Timo Zemp ', ' Sandra Strugalla ', ' Michi Abt ', ' Greg Obrist ']",2015-10-09,Silhouette-Tales,,Brugg
['Frittenbude '],2015-10-09,Frittenbude,,Zürich
['Frittenbude '],2015-10-09,Frittenbude,,Zürich
"[' Philipp Eden ', ' Dominique Girod ', ' Nicolas Stocker ']",2015-10-09,Philipp-Eden-Trio,,Winterthur
"[' Richard Scott ', ' Tapiwa Svosve ', ' Hiroshi Funato ', ' Jean-Jacques Pedretti ']",2015-10-09,Scott-Svosve-&-Funato-Pedretti,,Zürich
[' Alexander Gavrylyuk '],2015-10-09,Orchestre-de-la-Suisse-Romande,['Classic'],Montreux
"[' Chico Freeman ', ' Heiri Känzig ']",2015-10-09,Chico-Freeman-&-Heiri-Känzig-Duo,,Zürich
"['Sales ', ' Der Herr Polaris ']",2015-10-09,Sales,,Aarau
['Joseph & Maia '],2015-10-09,Joseph-&-Maia,['Pop'],Zürich
"[' Elina Duni ', ' Colin Vallon ', ' Lukas Traxel ', ' Norbert Pfammatter ']",2015-10-09,Elina-Duni-Quartet,,Schaffhausen
"['Miklós Perényi ', ' Benjamin Perényi ']",2015-10-09,Settimane-musicali-di-Ascona,['Classic'],Ascona
"['Carlos Cipa ', ' Poppy Ackroyd ']",2015-10-09,Carlos-Cipa,,Winterthur
"['This Is Pan ', ' Matthias Kohler ', ' Lukas Thöni ', ' André Pousaz ', ' Gregor Hilbe ']",2015-10-09,This-Is-Pan,,Liebefeld
"[' Roberto Bossard ', ' Mark Soskin ', ' Gildas Boclé ', ' Elmar Frey ']",2015-10-09,Atlantic-Crossing,,Basel
['Soen '],2015-10-09,Soen,['Electronic'],Aarau
['Pablo Marquez '],2015-10-09,Basel-Plucks,['Classic'],Basel
['The Tuts '],2015-10-09,The-Tuts,['Pop'],Thun
['Pat Thomas & Kwashibu Area Band '],2015-10-09,Pat-Thomas-&-Kwashibu-Area-Band,,Zürich
"['Lukas Brügger Jazz Orchestra ', ' Lukas Brügger ', ' Thierry Kuster ', ' Niculin Janett ', ' Rafael Baier ', ' Nils Fischer ', ' Dave Blaser ']",2015-10-09,Lukas-Brügger-Jazz-Orchestra,,Zürich
['Madison Violet '],2015-10-09,Madison-Violet,['Pop'],Rubigen
['Atmosphere '],2015-10-09,Atmosphere,,Zürich
['Public Image Ltd '],2015-10-09,Public-Image-Ltd,,Lausanne
['3 Dayz Whizkey '],2015-10-09,3-Dayz-Whizkey,,Luzern
['The Great Park '],2015-10-09,The-Great-Park,,Thun
['PC Worship '],2015-10-09,PC-Worship,,Düdingen
"[' Bodo Maier ', ' Mat Baldinger ', ' Aaron Liddard ', ' Marco Nenniger ', ' Reto Eisenring ']",2015-10-09,Bodo-Maier-Quintett,,Luzern
['Saun & Starr '],2015-10-09,Soul-Gallen,,Sankt-Gallen
[' dance animation by Alexander Martinez '],2015-10-09,Latin-Touch,,Zürich
"['Brain Damage ', ' High Tone ']",2015-10-09,Brain-Damage,,Bern
['Gotz Widmann '],2015-10-09,Do-the-Beng-Beng,['Pop'],Basel
['Top Party Band Krokodili '],2015-10-10,Top-Party-Band-Krokodili,,Zürich
"[' Jill Benz ', ' Alan Rogers ', ' Bruce Roberts ', ' Addie Davies ', ' Ged Fern ', ' Erwin Gieshaber ']",2015-10-10,Jill-Benz,,Bad-Ragaz
"['Eisregen ', ' Debauchery ', ' Milking the Goatmachine ']",2015-10-10,Meh-Suff-Presents,,Zürich
[' Annerös Hulliger '],2015-10-10,Olma-Konzert,['Classic'],null
"['Walter Feybli ', ' Urs Neuhaus ']",2015-10-10,Basel-Plucks,['Classic'],Basel
"[' Miriam Feuersinger ', ' Xenia Löffler ']",2015-10-10,Herzensmusik,['Classic'],Binningen
[' conductor: Sherniyaz Mussakhan '],2015-10-10,175-Jahre-Tschaikowski,['Classic'],Zürich
"[' Robert Koller ', ' works by Ivan Fedele ']",2015-10-10,Boswil,['Classic'],-Alte-Kirche
['The Dillians '],2015-10-10,The-Dillians,['Pop'],Zürich
"['Gábor Lázár ', ' Theo Burt ']",2015-10-10,Gábor-Lázár,['Electronic'],Münchenstein
"['Jane Achtman ', ' Irene Klein ']",2015-10-10,Les-Voix-Humaines-Die-Blütezeit-der-Gambe-in-Frankreich,['Classic'],Basel
"[' Corinne Huber ', ' Christoph Huber ', ' Lukas Kohler ', ' Michael Haudenschild ', ' Benjamin Muralt ', ' Lukas Rutzen ']",2015-10-10,Nojakîn,,Basel
['I Not Dance '],2015-10-10,Burst-&-Bloom,,Winterthur
"[' Roberto Bossard ', ' Mark Soskin ', ' Gildas Boclé ', ' Elmar Frey ']",2015-10-10,Atlantic-Crossing,,Basel
['Saun & Starr '],2015-10-10,Saun-&-Starr,,Basel
['White Stain '],2015-10-10,White-Stain,,Zürich
"[' Julia Herkert ', ' Martin Amstutz ', ' Stefan Gschwend ']",2015-10-10,Acoustic-Night-Café-Deseado,,Zürich
[' Duri Collenberg '],2015-10-10,Instrumentals-I,,Zürich
['Youssoupha '],2015-10-10,Youssoupha,,Lausanne
['Pablopolar '],2015-10-10,Pablopolar,['Pop'],Bern
['Ken Zuckerman '],2015-10-10,Basel-Plucks,,Basel
"[' Dänu Iseli ', ' Jüre Burkhard ', ' Roger Aeschbacher ', ' Stebu Stauffiger ', ' Mike Aeschbacher ']",2015-10-10,PDT,,Bern
['Earl Thomas '],2015-10-10,Earl-Thomas,,Rubigen
['The Shit '],2015-10-10,The-Shit,,Bern
"['Poppy Ackroyd ', ' Carlos Cipa ']",2015-10-10,Poppy-Ackroyd,['Electronic'],Kriens
['Vega '],2015-10-10,Vega,,Zürich
['House of Diiz '],2015-10-10,House-of-Diiz,,Winterthur
"['Arlette Dellers ', ' Kilian Dellers ']",2015-10-10,Impro-Duos,,Basel
"['Ryan Bingham ', ' Sons of Bill ']",2015-10-10,Ryan-Bingham,,Zürich
"['Saf-Sap ', ' Sara Lugo & Next Generation Family ']",2015-10-10,Afro-Reggae-Night,,null
[' support: The Shalalalas '],2015-10-10,Rocky-Wood,['Pop'],Bern
[' The Tuts '],2015-10-10,Hole,,Basel
"['Dixkson ', ' Basement Roots ']",2015-10-10,Dixkson,,Luzern
['DJs Maor '],2015-10-10,5-Years-Beautiful,,Zürich
['Top Party Band Krokodili '],2015-10-11,Top-Party-Band-Krokodili,,Zürich
['Sisters Band '],2015-10-11,Sisters-Band,,Zürich
['Frank Dupree '],2015-10-11,Vision-Illusion-Fantasie,['Classic'],null
"['Mattia Zappa ', ' Massimiliano Mainolfi ']",2015-10-11,Zappa-Mainolfi,['Classic'],null
"['Victoria Mozalevskaya ', ' Philipp Moll ', ' Stewy von Wattenwyl ', ' Kevin Chesham ', ' Special Guest: Victoria Mozalevskaya ']",2015-10-11,Victoria-Mozalevskaya,,Bern
[' conductor: Sherniyaz Mussakhan '],2015-10-11,175-Jahre-Tschaikowski,['Classic'],Bern
"[' Monika Mauch ', ' Kai Wessel ', ' Achim Glatz ', ' Dominik Wörner ']",2015-10-11,Abendmusiken-in-der-Predigerkirche-Johann-Vierdanck,['Classic'],Basel
[' Konstantin Scherbakov '],2015-10-11,Portrait-Scherbakov,['Classic'],Winterthur
"[' Manuel Mengis ', ' Yannick Barman ']",2015-10-11,Cinphonie-2015,['Classic'],Visp
"['Hopkinson Smith ', ' Mariana Flores ']",2015-10-11,Basel-Plucks,['Classic'],Basel
"['JJ Rosa ', ' JJ Rosa ', ' Matteo Galesi ', ' Alex Grant Turney ', ' Jimmy Wood ']",2015-10-11,JJ-Rosa,,Zürich
[' Robert Koller '],2015-10-11,Licht-und-Schatten,['Classic'],Lugano
"['Ryan Bingham ', ' Sons of Bill ']",2015-10-11,Ryan-Bingham,,Zürich
['Sisters Band '],2015-10-12,Sisters-Band,,Zürich
[' Roy Howat '],2015-10-12,Abendkonzert,['Classic'],Basel
['Is Tropical '],2015-10-12,Is-Tropical,['Electronic'],Zürich
[' works by Jagoda Szmytka '],2015-10-12,Jungspund,['Classic'],Bern
"[' Samo Salamon ', ' Paul McCandless ']",2015-10-12,Samo-Salamon-Bassless-Trio-feat.-Paul-McCandless-&-Roberto-Dani,,null
['Speedy Ortiz '],2015-10-12,Speedy-Ortiz,,Zürich
['Severino '],2015-10-12,Severino,['Pop'],Zürich
['Rich Robinson '],2015-10-12,Rich-Robinson,,Zürich
['The Brew '],2015-10-12,The-Brew,,Pratteln
['Take That '],2015-10-12,Take-That,['Pop'],Zürich
['Tocotronic '],2015-10-12,Tocotronic,,Zürich
"[' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",2015-10-12,Le-Rex,,Baden
['The Rise & Fall of Maximilian Hecker '],2015-10-12,The-Rise-&-Fall-of-Maximilian-Hecker,['Pop'],Zürich
"['Sarah McKenzie ', ' Sarah McKenzie ', ' Jo Caleb ', ' Pierre Boussaguet ', ' Gregory Hutchinson ']",2015-10-12,Sarah-McKenzie,,Zürich
['Rob Tognoni '],2015-10-12,Blue-Monday,,Solothurn
['Eugene Chadbourne '],2015-10-12,Eugene-Chadbourne,,Bern
['Sisters Band '],2015-10-13,Sisters-Band,,Zürich
"[' Simon Wyrsch ', ' Oliver Pellet Santos ', ' Dudu Penz ', ' Florian Reichle ']",2015-10-13,Simon-Wyrsch,,Zürich
"[' John Pizzarelli ', ' Larry Fuller ', ' Martin Pizzarelli ', ' Tony Tedesco ']",2015-10-13,John-Pizzarelli-Quartet,,Rheinfelden
[' Roy Howat '],2015-10-13,Abendkonzert,['Classic'],Basel
"['Sebastian Bohren ', ' Benjamin Engeli ']",2015-10-13,Kammermusikabend,['Classic'],Zürich
['Annihilator '],2015-10-13,Annihilator,,Pratteln
['Glen Hansard '],2015-10-13,Glen-Hansard,['Pop'],Zürich
"['Rea Claudia Kost ', ' Niklaus Kost ']",2015-10-13,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,['Pop'],Zürich
['Ensiferum '],2015-10-13,Ensiferum,,Zürich
['Joris '],2015-10-13,Joris,['Pop'],Zürich
"['Annisokay ', ' support: Fearless Vampire Killers ', ' Novelists ']",2015-10-13,Annisokay,,Zürich
"['Gigan ', ' Syk ']",2015-10-13,Gigan,,Bern
"[' Markus Schönholzer ', ' Selina Schönholzer ', ' Lars Heinzer ', ' John Klingelhoffer ']",2015-10-13,Artist-in-Residence-Markus-Schönholzer,,Zürich
"[' Sybil Hofstetter ', ' Cinzia Catania ', ' Shems Bendali ', ' Mathieu Voisard ']",2015-10-13,DKSJ-All-Star-Projekt-15,,Basel
"[' Raphael Loher ', ' Gerry Hemingway ']",2015-10-13,Loher-&-Hemingway,,Luzern
"['Beatriz Blanco ', ' Federico Bosco ']",2015-10-14,Mimiko-Scherzo-&-lago,['Classic'],Basel
['Sisters Band '],2015-10-14,Sisters-Band,,Zürich
['Andreas Jost '],2015-10-14,Orgelspiele-Herbstzyklus,['Classic'],Zürich
['Marduk '],2015-10-14,Marduk,,Zürich
['Vassilis Varvaresos '],2015-10-14,Klaviersonaten,['Classic'],Zürich
[' Nelson Freiere '],2015-10-14,Der-Ring-ohne-Worte,['Classic'],Luzern
"['Polina Nikiforova ', ' Gérard Wyss ']",2015-10-14,Konzertabend-Violine-und-Klavier,['Classic'],Basel
"['Rea Claudia Kost ', ' Niklaus Kost ']",2015-10-14,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,['Pop'],Zürich
['Luisa Splett '],2015-10-14,Fernlust-Vom-Reisen-inspiriert,['Classic'],Baden
"[' Daniel Gauthier ', ' Magdalena apaj ', ' ', ' Sebastian Pottmeier ', ' Jang Eun Bae ']",2015-10-14,Ein-Amerikaner-in-Paris,['Classic'],null
['Tim Vantol '],2015-10-14,Tim-Vantol,['Pop'],Bern
['Chris Jones & The Nights Drivers '],2015-10-14,Chris-Jones-&-The-Nights-Drivers,,Liestal
['Soak '],2015-10-14,Soak,['Pop'],Zürich
['Christine and the Queens '],2015-10-14,Christine-and-the-Queens,['Pop'],null
"[' Alessandra Murer ', ' Christian Winiker ', ' Faruk Muelijevic ', ' Thomas Tavano ', ' Sascha Frischknecht ']",2015-10-14,Jam-Night,,Luzern
[' Tigran Hamasyan '],2015-10-14,Tigran-Hamasyan-&-The-Yerevan-State-Chamber-Choir-Luys-i-Luso,,Zürich
['Dana Fuchs & Band '],2015-10-14,Dana-Fuchs-&-Band,,Frauenfeld
"[' Reto Anneler ', ' Rafael Schilt ', ' Linus Hunkeler ', ' Yannick Barman ', ' Bernhard Bamert ']",2015-10-14,Keller's-10,,Luzern
"['Giorgio Conte ', ' Giorgio Conte ', ' Bati Berlolio ', ' Alberto Malnati ']",2015-10-14,Giorgio-Conte,['Pop'],Zürich
['U.S. Girls '],2015-10-14,U.S.-Girls,['Pop'],Sankt-Gallen
"[' Jonas Winterhalter ', ' Sebastian von Keler ', ' Oliver Friedli ', ' Hagen Neye ', ' Jan Schwinning ']",2015-10-14,Tree-Neye,,Basel
"[' Domenic Landolf ', ' Marcus Wyatt ', ' Bänz Oester ', ' Dominic Egli ']",2015-10-14,Zar-Quartet,,Basel
"[""Gigi D'Alessio ""]",2015-10-14,Gigi-D'Alessio,['Pop'],Lugano
['Digger Barnes '],2015-10-14,Digger-Barnes,['Pop'],Zürich
"[' Lukas Brunner ', ' Marco Hochstrasser ', ' Reini Muther ', ' Daniel Hauenstein ']",2015-10-14,Lukas-&-Friends,['Pop'],Baden
['Simon Kempston '],2015-10-14,Simon-Kempston,,Bern
"['Michael Bucher ', ' Herbie Kopf ', ' Florian Reichle ']",2015-10-14,Jazzbaragge-Wednesday-Jam,,Zürich
['Sisters Band '],2015-10-15,Sisters-Band,,Zürich
"[' Stefan Ackle ', ' Mathias Baumann ', ' Roberto di Matino ', ' Ruedi Vögeli ', ' Heinz Wernli ']",2015-10-15,After-Work,['Pop'],Baden
['Hero Brothers '],2015-10-15,Alternatives-Oktoberfest,,Winterthur
"['Northlane ', ' The Acacia Strain ', ' Hellions ']",2015-10-15,Metalmayhem,,Aarau
['Francesco Piemontesi '],2015-10-15,Meisterinterpreten-in-Zürich,['Classic'],Zürich
[' Nelson Freiere '],2015-10-15,Der-Ring-ohne-Worte,['Classic'],Luzern
['Dave Matthews Band '],2015-10-15,Dave-Matthews-Band,['Pop'],Zürich
['Sigi Reichmuth '],2015-10-15,Sigi-Reichmuth,,Zürich
['Tim Vantol '],2015-10-15,Tim-Vantol,['Pop'],Baden
"['Rea Claudia Kost ', ' Niklaus Kost ']",2015-10-15,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,['Pop'],Zürich
"[' Corin Curschellas ', ' Astrid Alexandre ', ' Ursina Giger ']",2015-10-15,La-Triada,['Pop'],Zürich
"[' Tim V ', ' Tony Morrision ', ' Neil Harris ', ' Remmington Pearce ', ' Ian Whitewood ']",2015-10-15,Shame-69,,Aarburg
"['Adam Angst ', ' Kmpfsprt ', ' Youth Man ']",2015-10-15,Adam-Angst,,Winterthur
['Tomatito '],2015-10-15,Tomatito,,null
['Caporicci '],2015-10-15,Caporicci,,Bern
"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",2015-10-15,Marcus-Wyatt-&-Band,,Winterthur
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-15,Cannonsoul-feat.-Andy-McKee,,Affoltern-am-Albis
['Hogjaw '],2015-10-15,Hogjaw,,Bern
"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",2015-10-15,The-Great-Harry-Hillman,,Liebefeld
"[' Despina Corazza ', ' Kaspar Eggimann ', ' Jonas Hoenig ', ' Lukas Blattner ']",2015-10-15,Trio-Moustache,,Baden
"['Le Rex ', ' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",2015-10-15,Le-Rex,,Zürich
"[' Andrey Tatarinets ', ' Dirk Raufeisen ', ' Dan Webber ', ' Rinalda Caduff ']",2015-10-15,Dan-Webber-Trio-feat.-Rinalda-Caduff,,Bern
"[' Logan Richardson ', ' Alex Maksymiw ', ' Phil Donkin ', ' Frank Parker ']",2015-10-15,Alex-Maksymiw-Four,,Basel
['Incognito '],2015-10-15,Incognito,,Baden
['Kyle Gass Band '],2015-10-15,Kyle-Gass-Band,,Zürich
['Kyle Gass Band '],2015-10-15,Kyle-Gass-Band,,Zürich
['Benjamin Folke Thomas '],2015-10-15,Benjamin-Folke-Thomas,,Zürich
"[' Silvan Petite ', ' Yhonnie de Miranda ', ' Dani Zihlmann ', ' Mike Ryrie ']",2015-10-15,Jam-Session,,Zürich
['Pretty Mery K '],2015-10-15,Pretty-Mery-K,['Pop'],Zürich
['Sisters Band '],2015-10-16,Sisters-Band,,Zürich
['Christoph Lowis '],2015-10-16,Orgelspiel-zum-Feierabend,['Classic'],Basel
"['Angelina Märki ', ' Bernhard Hörler ']",2015-10-16,Feierabendmusik,['Classic'],Dietikon
"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",2015-10-16,Bürgenstock-Festival-Esprit-rude-esprit-doux,['Classic'],Luzern
['Gonoreas '],2015-10-16,Gonoreas,,Zürich
"['Sara Franchini ', ' Francesco Braggio ']",2015-10-16,Duo-Braggio-Franchini,['Classic'],Zürich
"[' Irina Shishkova ', ' Maria Solozobova ']",2015-10-16,Masterinterpreten-Opus-V,['Classic'],Zürich
['The Tallest Man on Earth '],2015-10-16,The-Tallest-Man-on-Earth,,Zürich
"['Diana Krall ', ' Diana Krall ', ' Patrick Warren ', ' Stuart Duncan ', ' Anthony Wilson ', ' Dennis Crouch ', ' Karriem Riggins ']",2015-10-16,Diana-Krall,,Zürich
[' Eun-Ah Cho-Nitschke '],2015-10-16,Cantarte-Chorkonzert,['Classic'],Lenk-im-Simmental
"['Pianos Become The Teeth ', ' support: Milk Teeth ']",2015-10-16,Pianos-Become-The-Teeth,,Zürich
['Millencolin '],2015-10-16,Millencolin,,Solothurn
['Selah Sue '],2015-10-16,Selah-Sue,,Basel
['Bushido '],2015-10-16,Bushido,,Zürich
['Carlo Mombelli & DKSJ-Allstar Orchestra '],2015-10-16,Carlo-Mombelli-&-DKSJ-Allstar-Orchestra,,Zürich
['The Soft Moon '],2015-10-16,The-Soft-Moon,,Zürich
