artists,date,event,genre,location
"[""Patrick Bianco's Cannonsoul feat. Andy McKee "", ' Peter Tuscher ', ' Patrick Bianco ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-16,Remembering-Cannonball-Adderley,,Bülach
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-16,Cannonsoul-feat.-Andy-McKee,,Bülach
"['Sekhmet & Ryoko Ono ', ' Vincent Glanzmann ', ' Sara Käser ', ' Raphael Loher ', ' Ryoko Ono ']",2015-10-16,Sekhmet-&-Ryoko-Ono,,Zürich
"[' Alain Brenzikofer ', ' Roland Wernli ', ' Andreas Wahlbrink ', ' Bea Kronenberg ']",2015-10-16,Footprints,,Winterthur
['Dana Fuchs & Band '],2015-10-16,Fricktaler-Blues-Festival,,Frick
"[' Marc Perrenoud ', ' Marco Müller ', ' Cyril Regamey ']",2015-10-16,Marc-Perrenoud-Trio,,Liebefeld
"[' Franziska Hauser ', ' Simon Huwiler ', ' Andreas Caplazi ', ' Ron Sumners ', ' Oliver Gayk ']",2015-10-16,Franziska-Hauser-Band,['Pop'],Baden
['Brendan Monaghan '],2015-10-16,Brendan-Monaghan,['Pop'],Feuerthalen
[' Maurice Steger '],2015-10-16,Settimane-musicali-di-Ascona,['Classic'],Ascona
['Hogjaw '],2015-10-16,Hogjaw,,Winterthur
"[""Brian Auger's Oblivion Express feat. Alex Ligertwood "", ' Brian Auger ', ' Alex Ligertwood ', ' Travis Carlton ', ' Karma Auger ']",2015-10-16,Brian-Auger's-Oblivion-Express-feat.-Alex-Ligertwood,,Zürich
[' Biste Mode Tour '],2015-10-16,Mia.,['Pop'],Zug
"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",2015-10-16,Zar-Quartet,,Basel
"[' Rita Marcotulli ', ' Luciano Biondini ']",2015-10-16,La-Strada-Invisibile,,Dübendorf
['Henk '],2015-10-16,Henk,['Pop'],Zürich
"['Shilpa Ray ', ' The Franklin Electric ']",2015-10-16,Shilpa-Ray,,Baden
['Aynsley Lister '],2015-10-16,Aynsley-Lister,,Rubigen
['Lewis Parker '],2015-10-16,Lewis-Parker,,Aarau
"['Les innocents ', ' Bastien Lallement ']",2015-10-16,Les-innocents,['Pop'],Lausanne
['Pretty Mery K '],2015-10-16,Pretty-Mery-K,['Pop'],Bern
['Vinicio Capossela & La Banda della Posta '],2015-10-16,Vinicio-Capossela-&-La-Banda-della-Posta,,Bern
"[' Albert Cases ', ' Daniel Portmann ', ' Marius Bürgisser ', ' Bahur Ghazi ', ' Lukas Knecht ']",2015-10-16,Noche-flamenca,,Brugg
['Pokey Lafarge '],2015-10-16,Pokey-Lafarge,,null
"[' Adrian Balmer ', ' Uele Hartmann ', ' Dide Heiniger ', ' George Hartmann ', ' Role Wüthrich ', ' Henry Mühlethaler ', ' Willy Müller ']",2015-10-16,Tapas-Mixtas,,Bern
['Fùgù Mango '],2015-10-16,Fùgù-Mango,,Winterthur
"[' Rams ', ' Philip Zeman ', ' Pidi Leuenberger ']",2015-10-16,Rams,,null
['Tim Vantol '],2015-10-16,Tim-Vantol,,Chur
"[' Robert Marcano ', ' Rodrigo Rodriguez ', ' Cesar Correa ', ' Roberto Koch ', ' Edwin Sanz ']",2015-10-16,Noche-Latina,,Luzern
['The Secret Sits '],2015-10-16,The-Secret-Sits,,Zug
['Wonder Vincent & Humulus '],2015-10-16,Wonder-Vincent-&-Humulus,,Luzern
['Grimsvötn '],2015-10-16,Grimsvötn,,Zürich
['Chris Hazeltucky '],2015-10-16,Chris-Hazeltucky,['Pop'],Thun
['Tambours du Bronx '],2015-10-16,Tambours-du-Bronx,,Bern
[' Zaher Assaf '],2015-10-16,Oriental-Senses,,Zürich
['A-WA '],2015-10-16,A-WA,['Electronic'],Sankt-Gallen
[' Benjamin Folke Thomas '],2015-10-16,We-The-People,,Wetzikon
"['Julia Schröder ', ' Matthias Müller ', ' Bodo Friedrich ', ' Mariana Doughty ', ' Christoph Dangel ', ' Hristo Kouzmanov ']",2015-10-16,Nachtklang-Grosse-Sinfonik,['Classic'],Basel
"[' Christoph Irniger ', ' Stefan Aeby ', ' Dave Gisler ', ' Raffaele Bossard ', ' Michi Stulz ']",2015-10-16,Pilgrim,,Zürich
['Andrew Tyson '],2015-10-17,Bernische-Chopin-Gesellschaft,['Classic'],Bern
['Sisters Band '],2015-10-17,Sisters-Band,,Zürich
"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",2015-10-17,Bürgenstock-Festival-Esprit-rude-esprit-doux,['Classic'],Obbürgen
[' Eun-Ah Cho-Nitschke '],2015-10-17,Cantarte-Chorkonzert,['Classic'],Zürich
['Alexei Volodin '],2015-10-17,Nordwestdeutsche-Philharmonie,['Classic'],Zürich
[' Daniel Sepec '],2015-10-17,I-Tempi-&-Daniel-Sepec,['Classic'],Basel
['Peter Kraus & Band '],2015-10-17,Peter-Kraus-&-Band,['traditional'],Luzern
"['Enforcer ', ' Wolf ', '  Dynamite ']",2015-10-17,Enforcer,,Oberentfelden
['Selah Sue '],2015-10-17,Selah-Sue,['Pop'],Zürich
['Hecht '],2015-10-17,Hecht,['Pop'],Zürich
['Millencolin '],2015-10-17,Millencolin,,Chur
['God Is An Astronaut '],2015-10-17,God-Is-An-Astronaut,,Zürich
['Stereophonics '],2015-10-17,Stereophonics,,Pratteln
"[' Barbara Schingnitz ', ' Estelle Costanzo ', ' Lanet Flores ', ' Linus Cathomas ']",2015-10-17,Zeit-los,['Classic'],Zug
"['Cyrill Lim ', ' In Absentias ']",2015-10-17,Cyrill-Lim,,Bern
[' Nuria Richner '],2015-10-17,Chorkonzert,['Classic'],Luzern
['Marius Müller Westernhagen '],2015-10-17,Marius-Müller-Westernhagen,,Zürich
['Morblus '],2015-10-17,Fricktaler-Blues-Festival,,Frick
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-17,Cannonsoul-feat.-Andy-McKee,,Chur
['The Phantom Band '],2015-10-17,The-Phantom-Band,,Zürich
['Wheatus '],2015-10-17,Wheatus,['Pop'],Solothurn
['Balbina '],2015-10-17,Balbina,['Pop'],Zürich
['The Outside Track '],2015-10-17,The-Outside-Track,,Zug
"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",2015-10-17,Zar-Quartet,,Basel
['ICP Orchestra '],2015-10-17,Fabrikjazz,,Zürich
[' Temporal Sluts '],2015-10-17,Heimspiel,,Winterthur
"['Arlette Dellers ', ' Kilian Dellers ']",2015-10-17,Impro-Duos,,Basel
['Dub Spencer & Trance Hill '],2015-10-17,Keyser-Soze,,Baden
['Chris Hazeltucky '],2015-10-17,Chris-Hazeltucky,,Bern
['Aynsley Lister '],2015-10-17,Aynsley-Lister,,Kirchberg
['Al-Berto & the Fried Bikinis '],2015-10-17,Al-Berto-&-the-Fried-Bikinis,,Stans
['Dana Fuchs '],2015-10-17,Dana-Fuchs,,Rubigen
['Terrolokaust '],2015-10-17,The-Dark-Rising,,Aarau
['Nuun '],2015-10-17,Nuun,,Luzern
['Dogan Duru '],2015-10-17,Dogan-Duru,['Pop'],Bern
['Neal Black & The Healers '],2015-10-17,Neal-Black-&-The-Healers,,Herisau
['The Soft Moon '],2015-10-17,The-Soft-Moon,,Düdingen
['Rainer Von Vielen '],2015-10-17,Rainer-Von-Vielen,['Pop'],Zürich
['InVolt '],2015-10-17,InVolt,,Luzern
"['DJs Pepe ', ' Nestor ']",2015-10-17,Latin-Hits-Deluxe,,Basel
['A-Wa '],2015-10-17,A-Wa,,Bern
['Thee Marvin Gays '],2015-10-17,60s-Garage-Surf-Night,,Bern
['Dagobert '],2015-10-17,Dagobert,['Pop'],Basel
['Klingande '],2015-10-17,Klingande,['Electronic'],Basel
"[' Kurt Schlup ', ' Peter Gottstein ', ' Erich Möschler ']",2015-10-18,Golden-Years-Jazzband,,Bern
"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",2015-10-18,Bürgenstock-Festival-Esprit-rude-esprit-doux,['Classic'],Obbürgen
['Andreas Wildi '],2015-10-18,Orgelkonzert,['Classic'],Zürich
"['Korpiklaani ', ' Die Apokalyptischen Reiter ', ' Finntroll ', ' Varg ', ' Hämatom ', ' Skyforger ', ' Winterstorm ']",2015-10-18,Heidenfest,,Pratteln
"['Jörg Demus ', ' Guillaume Effler ']",2015-10-18,Musik-aus-Wien,['Classic'],Dornach
[' Eun-Ah Cho-Nitschke '],2015-10-18,Cantarte-Chorkonzert,['Classic'],Zürich
[' Adelina Oprean '],2015-10-18,Unsichtbare-Tanzschritte,['Classic'],Basel
[' Daniel Sepec '],2015-10-18,Jugendliche-Kühnheit-und-Nostalgie,['Classic'],Zürich
['Thomas Trotter '],2015-10-18,De-profundis,['Classic'],Basel
['Hideyo Harada '],2015-10-18,Gleich-einem-Stern-der-einsam-zieht,['Classic'],null
"[' Andrew Tyson ', ' Vasilisa Berzhanskaya ', ' Hayrapet Arakelyan ', ' Fedor Rudi ', ' Rudolfs Vanks ']",2015-10-18,Förderkonzert-Friends-Musical-Olympus,['Classic'],Zürich
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-18,Cannonsoul-feat.-Andy-McKee,,Luzern
"[' Matthias Kohler ', ' Lukas Thoeni ', ' André Pousaz ', ' Gregor Hilbe ']",2015-10-18,This-Is-Pan,,Zürich
"[' Marcus Wyatt ', ' Domenic Landolf ', ' Baenz Oester ', ' Dominic Egli ']",2015-10-18,Zar-Quartet,,Brugg
['Black M '],2015-10-18,Black-M,,null
['Fu Manchu '],2015-10-18,Fu-Manchu,,Bern
['Maribou State '],2015-10-18,Maribou-State,['Pop'],null
"[' Benno Blattmann ', ' Mark Heinrich ', ' Reto Lehmann ']",2015-10-18,Jaeclectic,,Zug
['Blackalicious '],2015-10-18,Blackalicious,,Basel
"['Pokey LaFarge ', ' Jake La Botz ']",2015-10-18,Pokey-LaFarge,['Pop'],Zürich
['Chris Wiesendanger '],2015-10-19,Spektrum,,Zürich
"['Milan Siljanov ', ' Nino Chokhonelidze ']",2015-10-19,Liedrezital,['Classic'],Zürich
[' Patricia Kopatchinskaja '],2015-10-19,AMG-Sinfoniekonzert-Klassik,['Classic'],Basel
['Fu Manchu '],2015-10-19,Fu-Manchu-abgesagt,,Zürich
"['Dominik Hennig ', ' Mojca Gal ', ' Sam Chapman ']",2015-10-19,Die-Orgel-im-Dialog-mit-den-Phantasten,['Classic'],Basel
['Noldi Schuler '],2015-10-19,Stubete,,Zürich
['Stereophonics '],2015-10-19,Stereophonics,['Pop'],Lausanne
['Angelo Branduardi '],2015-10-19,Angelo-Branduardi,,Basel
"['Tina Engewald ', ' Agnes Byland ', ' Riet Buchli ']",2015-10-19,Konzert,['Classic'],Chur
[' Alexander Schmid '],2015-10-19,Grosse-und-kleine-Töne,['Classic'],Basel
"[' Corin Curschellas ', ' Astrid Alexandre ', ' Ursina Giger ']",2015-10-19,La-Triada,,null
['Mobb Deep '],2015-10-19,Mobb-Deep,,null
"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",2015-10-19,The-Great-Harry-Hillman,,Baden
"[' Scott Hamilton ', ' Jürg Morgenthaler ', "" Alessandro d'Episcopo "", ' Christoph Sprenger ', ' Pius Baschnagel ']",2015-10-19,J.-M.-Rhytm-Four-feat.-Scott-Hamilton,,Rheinfelden
"['Carla Bley ', ' Andy Sheppard ', ' Carla Bley ', ' Steve Swallow ']",2015-10-19,Carla-Bley,,Zürich
"[' Simon Wyrsch ', ' Dario Bianchin ', ' Uli Heinzler ', ' Robert Mark ']",2015-10-20,Simon-Wyrsch-Quartet,,Zürich
"['Vesselina Kasarova ', ' Iryna Krasnovska ']",2015-10-20,Kammermusik-Basel-Liederabend,['Classic'],Basel
[' Giovanni Bellucci '],2015-10-20,null,['Classic'],Palais-des-Congrès
"[' Nicola Mosca ', ' conductor: Fazil Say ', ' Leitung und Werke von Fazil Say ', ' Konzertmeister: Willi Zimmermann ']",2015-10-20,Fazil-Say-und-das-Zürcher-Kammerorchester,['Classic'],Zürich
"[' Urs Walker ', ' Mateusz Szcepkowski ', ' David Schnee ', ' Alex Jellici ']",2015-10-20,In-utero,['Classic'],Winterthur
"[' Scott Hamilton ', ' Jürg Morgenthaler ', "" Alessandro d'Episcopo "", ' Christoph Sprenger ', ' Pius Baschnagel ']",2015-10-20,J.M.Rhythm-Four-&-Scott-Hamilton,,Zürich
['Alvaro Soler '],2015-10-20,Alvaro-Soler,,Zürich
"['Michael Grimm ', ' Laith Al-Deen ', ' Shayna Steele ']",2015-10-20,Seat-Music-Session,['Pop'],Zug
"[' Mariann ', ' Marcel ', ' Christine ', ' Ursula ']",2015-10-20,Natür,,Zürich
"['Nina Stiefel ', ' Philipp Saner ']",2015-10-20,Live-Is-Good,,Zürich
['John Mayall '],2015-10-20,John-Mayall,,Lausanne
['Get Your Gun '],2015-10-20,Get-Your-Gun,,Zürich
['Fettes Brot '],2015-10-20,Fettes-Brot,,Zürich
['Roswitha '],2015-10-20,Roswitha,,Bern
['Mobb Deep '],2015-10-20,Mobb-Deep,,Zürich
['Lylit '],2015-10-20,Lylit,['Pop'],Zürich
"[' Christiane Gnägi ', ' Angela Köck ']",2015-10-20,Nocturne-Nachtklänge-im-Wandel-der-Zeit,['Classic'],Luzern
['Hoffmaestro '],2015-10-20,Hoffmaestro,,Solothurn
"['Eliane Elias Trio feat. Marc Johnson ', ' Eliane Elias ', ' Rubens de La Corte ', ' Marc Johnson ', ' Rafael Barata ']",2015-10-20,Eliane-Elias-Trio-feat.-Marc-Johnson,,Basel
"[' Markus Schönholzer ', ' Robi Rüdisüli  ', ' King Pepe ', ' Matto Kämpf ', ' Marc Unternährer ']",2015-10-20,Artist-in-Residence-Markus-Schönholzer,['Pop'],Zürich
"[' Alexia Gardner ', ' Beat Baumli ', ' Lorenz Beyeler ']",2015-10-20,Alexia-Gardner-Trio,,Basel
['Kytes '],2015-10-20,Kytes,['Pop'],Zürich
['Two Gallants '],2015-10-20,Two-Gallants,,Basel
"[' Bodo Maier ', ' Johannes Mielke ', ' Naima Gürth ', ' Severin Jenny ', ' Laszlo Villanyi ']",2015-10-20,Error-404-Band-Not-Found,,Luzern
"['Leprous ', ' Sphere ', ' Rendevous Point ']",2015-10-20,Leprous,,Aarau
"['Anne Rongy ', ' Nathalie Leuenberger ']",2015-10-21,Mimiko-Dans-les-jardins-de-Versailles,['Classic'],Basel
['Rudolph Scheidegger '],2015-10-21,Orgelspiele-Herbstzyklus,['Classic'],Zürich
"[' Erich Höbarth ', ' Andrea Bischof ', ' Anita Mitterer ', ' Christophe Coin ', ' David Sinclair ']",2015-10-21,Streichquartette,['Classic'],Basel
[' Giovanni Bellucci '],2015-10-21,null,['Classic'],Palais-des-Congrès
['Mustasch '],2015-10-21,Mustasch,,Pratteln
['John Mayall '],2015-10-21,John-Mayall,,Zürich
['Berge '],2015-10-21,Berge,['Pop'],Basel
['Get Your Gun '],2015-10-21,Get-Your-Gun,,null
['Angelo Branduardi '],2015-10-21,Angelo-Branduardi,['Pop'],Zürich
['Hoffmaestro '],2015-10-21,Hoffmaestro,,Zürich
['Heather Nova '],2015-10-21,Heather-Nova,['Pop'],Zürich
['Ben Khan '],2015-10-21,Ben-Khan,['Electronic'],Zürich
['KC Rebell '],2015-10-21,KC-Rebell,,Zürich
"[' Muhi Tahiri ', ' Naima Gürth ', ' Daniel Messina ', ' Claudio Berger ', ' Denise Blassig ']",2015-10-21,Jam-Night,,Luzern
['Benjamin Folke Thomas '],2015-10-21,Benjamin-Folke-Thomas,,Zürich
"['Sonja Indin ', ' Tino Horat ']",2015-10-21,Augen-der-Grossstadt,['Pop'],Wädenswil
['Marc Perrenoud '],2015-10-21,Marc-Perrenoud,,Zürich
['Parrot to the Moon '],2015-10-21,Parrot-to-the-Moon,['Electronic'],Bern
"[' Franziska Brücker ', ' Urs Vögeli ', ' Claude Meier ', ' Lukas Mantel ']",2015-10-21,Ghost-Town-Trio-feat.-Franziska-Brücker,,Winterthur
"['Fridolin Blumer ', ' Heinz Geisser ', ' Robert Morgenthaler ', ' Reto Staub ', ' Alfred Zimmerlin ']",2015-10-21,Ensemble-5-Wednesday-4+1-Series,,Zürich
"[' Katrin Szamatulski ', ' Raoul Morat ', ' Vera Wahl ', ' Viviane Hasler ', ' Christoph Boner ', ' Joao Carlos Pacheco ']",2015-10-21,Endlich-Mittwoch-Insomnia,['Electronic'],Baden
['Sidsel Endresen & Stian Westerhus '],2015-10-21,Sidsel-Endresen-&-Stian-Westerhus,,Bern
"[' Alexia Gardner ', ' Beat Baumli ', ' Lorenz Beyeler ']",2015-10-21,Alexia-Gardner-Trio,,Basel
['Alvaro Soler '],2015-10-21,Alvaro-Soler,,Luzern
['Eric Gales '],2015-10-21,Eric-Gales,,Rubigen
"[' Sebastian Till ', ' Guillaume Schroll ', ' Daniel McAlavy ', ' Noé Franklé ']",2015-10-21,Wayne-Shorter-Tribute,,Basel
"[' Otmar Kramis ', ' Kaspar Kramis ', ' Thomas Tavano ', ' Matthias Bucher ']",2015-10-21,Komet,,Luzern
"['Cult of Youth ', ' Gran ']",2015-10-21,Cult-of-Youth,,Basel
"['Philip Eden ', ' Vincent Ruiz ', ' Dominik Burkhalter ']",2015-10-21,Jazzbaragge-Wednesday-Jam,,Zürich
[' Pavla Flámová '],2015-10-22,Mittagskonzert,['Classic'],Basel
"[' Martin Stonee Wettstein ', ' Florian Egli ', ' Markus Schlagi Rahm ']",2015-10-22,After-Work,,Baden
"['Uncle Acid & The Deadbeats ', ' Spiders ']",2015-10-22,Uncle-Acid-&-The-Deadbeats,,Zürich
[' Antoine Tamestit '],2015-10-22,Existentielle-Erfahrung,['Classic'],Zürich
['Duo Embichadero '],2015-10-22,Duo-Embichadero,,Basel
"['Andrea Schall ', ' Daniela Müller ', ' Julia Bauer ', ' Wolfgang Hillemann ']",2015-10-22,Querflöte-Violine-Gitarre-und-Oboe-kennenlernen,['Classic'],Basel
"['Alex Clare ', ' Marlon Roudette ', ' Little Mountain ']",2015-10-22,Zermatt-Unplugged-Kaufleuten,['Pop'],Zürich
"['Agnostic Front ', ' support: The Old Firm Casuals ', ' Coldside ']",2015-10-22,Agnostic-Front,,Lyss
"[' Brigitt ', ' Pius ', ' Xaver ']",2015-10-22,Sälte-Dihäi,,Zürich
"['Michael Grimm ', ' Laith Al-Deen ', ' Shayna Steele ']",2015-10-22,Seat-Music-Session,['Pop'],Zürich
['Hans Hassler '],2015-10-22,Hans-Hassler,['traditional'],Zürich
['John Mayall '],2015-10-22,John-Mayall,,Thun
['The Cat Empire '],2015-10-22,The-Cat-Empire,,Zürich
"[""Gigi D'Alessio ""]",2015-10-22,Gigi-D'Alessio,['Pop'],Zürich
"['Ohrenfeindt ', ' Double Crush Syndrome ']",2015-10-22,Ohrenfeindt,,Pratteln
"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",2015-10-22,The-Great-Harry-Hillman,,Winterthur
['The Dublin Legends '],2015-10-22,The-Dublin-Legends,,Schaffhausen
"[' Mark Soskin ', ' Roberto Bossard ', ' Gildas Bocle ', ' Elmar Frey ']",2015-10-22,Mark-Soskin-Quartet,,Liebefeld
"[' Lukas Thöni ', ' Matthias Kohler ', ' André Pousaz ', ' Gregor Hilbe ']",2015-10-22,This-Is-Pan,,Basel
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-22,Cannonsoul-feat.-Andy-McKee,,Sarnen
"[' Sidsel Endresen ', ' Stian Westerhus ']",2015-10-22,Sidsel-Endresen-&-Stian-Westerhus,,Luzern
['Berge '],2015-10-22,Berge,['Pop'],Thun
"['Mayvie ', ' Nadine Nigg ', ' Kiki Bienz ', ' Sebastian Rotzler ', ' Clemens Kuratle ']",2015-10-22,Mayvie,['Pop'],Bern
"['Puchunga ', ' Puchunga Fischer ', ' Fabienne Hoerni ', ' Dalia Donadio ', ' Roberto Koch ', ' Benno Kaiser ']",2015-10-22,Puchunga,,Baden
['Cat Power '],2015-10-22,Cat-Power,,Pully
"[' Reto Anneler ', ' Lukas Heuss ', ' Christoph Grab ', ' Thomas Lüthi ', ' Matthias Tschopp ']",2015-10-22,Zurich-Jazz-Orchestra,,Zürich
"['M.C. Hansen ', ' Last Ditch On The Left ']",2015-10-22,M.C.-Hansen,,Solothurn
['Dan Baird & Homemade Sin '],2015-10-22,Dan-Baird-&-Homemade-Sin,,Winterthur
"[' Philipp Bühlmann ', ' David Jutzi ', ' Stefan Hodel ', ' Claudia Stephani ']",2015-10-22,Claudia-Stephani-&-Flying-Foxes,,Bern
['Alvaro Soler '],2015-10-22,Alvaro-Soler,,Lugano
"[' Silvan Petite ', ' Yhonnie de Miranda ', ' Dani Zihlmann ', ' Mike Ryrie ']",2015-10-22,Jam-Session,,Zürich
['Revolución Guapachosa '],2015-10-22,Baile-libertario,,Bern
['Team Amateur '],2015-10-22,Team-Amateur,['Pop'],Zürich
"['Richard Ashcroft ', ' Jan Blomqvist & Band ']",2015-10-22,Zermatt-Unplugged-Kaufleuten,,Zürich
[' Weronika Klosiewicz '],2015-10-23,Mittagskonzert,['Classic'],Basel
['Lajos Padar '],2015-10-23,Lajos-Padar,['traditional'],Basel
"['Isabel Pfefferkorn ', ' Isabel Gehweiler ', ' Yulia Miloslavskaya ']",2015-10-23,Prélude,['Classic'],Zürich
['Tobias Lindner '],2015-10-23,Orgelspiel-zum-Feierabend,['Classic'],Basel
['Bernhard Hörler '],2015-10-23,Feierabendmusik,,Dietikon
"[' Esther Hoppe ', ' Daniel Kagerer ', ' Jörg Ulrich Busch ', ' Hansjörg Albrecht ']",2015-10-23,Wie-im-Himmel,['Classic'],Zürich
"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",2015-10-23,Cannonsoul-feat.-Andy-McKee,,Murg
"['Fiona Jäntti ', ' Talvi Hunt ']",2015-10-23,Duorezital,['Classic'],Luzern
[' Antoine Tamestit '],2015-10-23,Existentielle-Erfahrung,['Classic'],Zürich
[' David Blair '],2015-10-23,Nikki-Forova,['Pop'],Zürich
"[' Marco Mazzotti ', ' Dominik Schürmann ', ' Ulli Niedermüller ']",2015-10-23,Marco-Mazzotti-Trio,,Basel
[' Renaud Capuçon '],2015-10-23,Tränen-Trauer-Trost,['Classic'],Basel
[' Renaud Capuçon '],2015-10-23,Tränen-Trauer-Trost,['Classic'],Basel
"['Billy Locket ', ' Cat Power ', ' Stealth ']",2015-10-23,Zermatt-Unplugged-Kaufleuten,,Zürich
['The Dublin Legends '],2015-10-23,The-Dublin-Legends,,null
"['Petter U. Johansen ', ' Adam Taubitz ', ' Costi Topalidis ', ' Felix Klaus ', ' Lluis Ribalta ']",2015-10-23,Gospelchor-In-His-Hands,,Basel
"[' Frank Roberscheuten ', ' Antti Sarpila ', ' Engelbert Wrobel ', ' Chris Hopkins ', ' Rolf Marx ', ' Henning Gailling ', ' Oliver Mewes ']",2015-10-23,The-3-Tenors-of-Swing,,null
"[' Elias Bernet ', ' Raffael Meyer ', ' Sam Burckhardt ', ' Urs Streckeisen ', ' Christian Zünd ']",2015-10-23,Elias-Bernet-Band-feat.-Sam-Burckhardt,,Münchenstein
"['Erika Kawai ', ' Polina Charnetskaya ']",2015-10-23,Acoustic-Friday-October-Classic,['Classic'],Zürich
['Dire Strats  '],2015-10-23,Dire-Strats,,Pratteln
['Blackberry Smoke '],2015-10-23,Blackberry-Smoke,,Zürich
"['Michael Grimm ', ' Laith Al-Deen ', ' Shayna Steele ']",2015-10-23,Seat-Music-Session,['Pop'],Zürich
[' All Will Know '],2015-10-23,Arcturon,,Luzern
['John Mayall '],2015-10-23,John-Mayall,,Amriswil
"[' Petra Retelj ', ' Ueli Angstmann ', ' Marcel Benedikt ', ' Jürg Schneebeli ', ' Imad Barnieh ']",2015-10-23,Barbie-Q.,,Zürich
"['Sarah Connor ', ' James Arthur ']",2015-10-23,Baloise-Session,['Pop'],Basel
"[' Laura Aikin ', ' Christian Eisenberger ', ' Hanna Weinmeister ', ' Tatjana Masurenko ', ' Dorothea Schönwiese ', ' Matthias Schorn ', ' Anthony Spiri ']",2015-10-23,Kennst-du-den-Augenblick,['Classic'],Basel
"['Gráinne Holland & Band ', ' Barry Kerr ', ' The Rapparees ', ' Armagh Rhymers ']",2015-10-23,Irish-Folk-Festival,,Luzern
"[' Dela Hüttner ', ' Karin Meier ', ' Stefanie Kunckler ', ' Jürg Luchsinger ']",2015-10-23,Bendorim,,Basel
"[' Virginia Beatrice ', ' Christoph Hegi ', ' Roman Dylag ']",2015-10-23,Billie-Holiday-Jubilee,,Winterthur
"[' Jason Kahn ', ' Toshimaru Nakamura ', ' Martin Taxt ']",2015-10-23,Kahn-Nakamura-Taxt,,Zürich
['Albert Castiglia & Band '],2015-10-23,Albert-Castiglia-&-Band,,Basel
['Mäkkele '],2015-10-23,Mäkkele,,Zürich
"[' marc reinhard ', ' michi sokoll ']",2015-10-23,Marcnmikeys-Music-Memory,['Pop'],Baden
"[' Lina Button ', ' Urs Müller ', ' Luca Burkhalter ', ' Simon Kaufmann ', ' Lukas Gasser ']",2015-10-23,Lina-Button,['Pop'],Zürich
"['Kaleidoscope String Quartet ', ' Simon Heggendorn ', ' Ronny Spiegel ', ' David Schnee ', ' Solme Hong ']",2015-10-23,Kaleidoscope-String-Quartet,,Liebefeld
"[' Jorge Rossy ', ' Mike Kanan ', ' Putter Smith ', ' Jimmy Wormworth ']",2015-10-23,Gershwin,,Basel
['Benni Bilgeri feat. Justina Lee Brown '],2015-10-23,Benni-Bilgeri-feat.-Justina-Lee-Brown,,Rorschach
['The Four Owls '],2015-10-23,The-Four-Owls,,null
['Nicky Jam '],2015-10-23,Nicky-Jam,,Dietikon
['Schoedo '],2015-10-23,Schoedo,['Pop'],Zürich
['Josef Salvat '],2015-10-23,Josef-Salvat,['Pop'],Lausanne
['Rats on Rafts '],2015-10-23,Rats-on-Rafts,,Düdingen
"[' Xaver Rüegg ', ' Philipp Eden ']",2015-10-23,Rüegg-Eden,,Zürich
['Johnny Rakete '],2015-10-23,Johnny-Rakete,,Baden
['Manfred Maurenbrecher '],2015-10-23,Manfred-Maurenbrecher,['Pop'],Zürich
"[' Dalia Donadio ', ' Roberto Koch ', ' Erich Puchunga Fischer ', ' Fabienne Hoerni ', ' Benno Kaiser ']",2015-10-23,Freitagsbar,,Basel
['Dan Baird & Homemade Sin '],2015-10-23,Dan-Baird-&-Homemade-Sin,,Thun
['Dogmate '],2015-10-23,Dogmate,,Baden
['We Steal Flyers '],2015-10-23,Whisky-&-Song,['Pop'],Luzern
['Yes Deer '],2015-10-23,Mich-tritt-ein-Hirsch,,Bern
"['Doctor Cyclops ', ' Sgt Sunshine ']",2015-10-23,Doctor-Cyclops,,Luzern
"[' Danilo Moccia ', ' Paul Haag ', ' Thom Grüninger ', ' Beat Ramseier ', ' Chris von Hoffmann ']",2015-10-23,Twobones-&-Montana-Rhythm-Section,,Luzern
['Shocking Pinks '],2015-10-23,Shocking-Pinks,['Pop'],Winterthur
"['Abaton ', ' Lambs ']",2015-10-23,Abaton,,Basel
['Band of Horses '],2015-10-23,Zermatt-Unplugged-Kaufleuten,,Zürich
['Duo Tvrdý-Havelka '],2015-10-23,Duo-Tvrdý-Havelka,['Electronic'],Sankt-Gallen
['Lords of the Underground '],2015-10-23,Lords-of-the-Underground,,Sarnen
